Site,Date,Keyword,Product_Id,Impression,Click,Spend,OrderQty,Revenue,CTR,CVR,CPC,CPA,ROAS,Total_ROAS,Brand_Type,Ad_Type,Group_Name,Price_Type,Sales_Type,Ad_Type_11st,Template_Type,Campaign_Id,Campaign,Group_Id,Display_Type,Target_Id,Ad_Id,Brand_Name,Product_Name,Sales_Product_Id,Sales_Option_Id,Store_Id,Planshop_Id,Keyword_Type,Keyword_Id,Display_Info,AvgRank,Total_OrderQty_1D,Total_SalesQty_1D,Total_Revenue_1D,Total_ROAS_1D,Direct_OrderQty_1D,Direct_SalesQty_1D,Direct_Revenue_1D,Direct_ROAS_1D,Indirect_OrderQty_1D,Indirect_SalesQty_1D,Indirect_Revenue_1D,Indirect_ROAS_1D,Total_OrderQty_2W,Total_SalesQty_2W,Total_Revenue_2W,Direct_SalesQty_2W,Indirect_OrderQty_2W,Indirect_SalesQty_2W,Indirect_Revenue_2W,Start_Campaign,End_Campaign
11번가,2021-10-31,헤라옴므올인원,2857317384,12,2,286,0,0,0.16666666666666666,0.0,143.0,inf,0.0,0.0,럭셔리,포커스클릭,01_헤라_검색자동,,,,,117857,05_헤라_LX,487142,검색결과지면,15094462,,,,,,,,자동,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라에이지어웨이,2857317384,20,5,2035,0,0,0.25,0.0,407.0,inf,0.0,0.0,럭셔리,포커스클릭,01_헤라_검색자동,,,,,117857,05_헤라_LX,487142,검색결과지면,15094462,,,,,,,,자동,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라블랙파운데이션,2857317384,31,3,1122,0,0,0.0967741935483871,0.0,374.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981650.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,선메이트엑설런스,2857317384,8,1,110,0,0,0.125,0.0,110.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981414.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라스킨로션세트,2857317384,16,2,198,0,0,0.125,0.0,99.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981714.0,,5.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라톤업,2857317384,2,1,99,0,0,0.5,0.0,99.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981864.0,,2.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라선메이트엑설런스,2857317384,1,1,165,0,0,1.0,0.0,165.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981668.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라썬크림,2857317384,36,1,242,0,0,0.027777777777777776,0.0,242.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981743.0,,3.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라쿠션,2857317384,17,1,275,0,0,0.058823529411764705,0.0,275.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981844.0,,7.0,,,,,,,,,,,,,,,,,,,,,
11번가,2021-10-31,헤라선메이트프로텍터,2857317384,9,1,352,0,0,0.1111111111111111,0.0,352.0,inf,0.0,0.0,럭셔리,포커스클릭,02_헤라_검색직접,,,,,117857,05_헤라_LX,487198,검색결과지면,15094463,,,,,,,,수동,78981670.0,,1.0,,,,,,,,,,,,,,,,,,,,,
